Id,Review,Label
633,I found the course interesting and very stimulating. It allowed insight into a very interesting period in world history.,5
634,outstanding prof,5
635,Exceptional course! I would have enjoyed several more weeks. Dr. Onuf's style and methods in presenting the material made it possible to understand Jefferson in a way I have not understood him before. Wonderful teacher. Thank you.,5
636,Really interesting and enjoyable course.,5
637,Outstanding overview of one of the most important figures in American History.,5
638,"A very enjoyable course, albeit with a few instances of leftward political leaning.",4
639,very informative,5
640,"As a former student of UVA, it was wonderful to see the place again, listen to some of the stories we heard around ""grounds"" -- no campus here -- back when I was a teenager. I have followed Jefferson's life story, but Professor Onuf still manages to tell me some things I didn't know. Well researched lectures.",5
641,"Being Australian, I knew nothing about Jefferson so I came to this course with no expectations. I found it fascinating as it explained not only about Jefferson but about the American model of Government and Americans unique view of their nation. It is sometimes puzzling to an outsider to see this super nationalism and allegiance to the Constitution and Declaration of Independence. As an aside, I wonder what Jefferson would think of the apparent obsession with the literal words of the Founding Fathers with respect to things like gun control. Very interesting indeed.Mr Onuf is an excellent lecturer. You brought the topic aliveThanks",5
642,Great Course,5
643,I knew nothing about Jefferson before this course and nothing about his 'age' - not sure I am much the wiser about the latter after it! I enjoyed the tours round the historic sites and I thought the lecturer came over as warm and enthusiastic but it seemed he was preaching about a saint rather than giving a detached academic assessment of a historical figure and I found that it was hard to see the wood for the trees at times. Hagiographic might be an unkind description but it was certainly very respectful to the great man. I also liked the use of a student in cooperation with the lecturer.- he set the scene well and was a good interviewer.,3
644,The lectures are just videos of the professor bloviating about Jefferson. There is nothing academic about this course.,1
645,Useful orientation for a good American who more or less slept through all of his American hx courses in his callow youth. I have a much better sense of the important (if controversal) role Jefferson played in forming the values and structure of the US.,4
646,I highly recommend this course. I learned a great deal about Jefferson.,5
647,"Great, thanks!",5
648,"Great course that take you nicely through the intricacies of agile planning for software products. The instructors are knowledgeable and the material is good. The videos cover a lot, but the complementary cours notes and the supplemental resources makes it easy to review and use the material in practice during actual work situations.",5
649,"Lots of well structured content, easy to follow and informative. You know it's the tip of a large iceberg, so it's a very good way to start and let you wanting for more.",4
650,This course gets better as you move into the course!,5
651,"Great Course, Learnt alot of extremely useful tools for managing software products.",5
652,Good for learning to plan software product development using Agile,5
653,Very interestening for starting in Agility. I learned and understood a lot of things.Easy to understand for not English mother tongue.Thank you very much.,5
654,great class,5
655,Good Planning methodologies and examples,5
656,"Really learning alot, well explained and illustrated.",5
657,Really like this course! I think it is the best one in this specialization. Thank you all!,5
658,"Tons of great info! However, it would great to go over more of the real-life applications of the concepts.",5
659,Great course,5
660,That course is great! All material is described in easy form. I like very my tasks that had to be done and then put marks by other students.,5
661,It is very full package of knowledge and tests. I have a lot of new opportunities due to this course. Thank you.,5
662,It is excellent course in terms of the knowledge that I gain. However the multiple choice questions are a little bit default to understand. It is look like that you are examining our English skill :),4
663,"Really helpful course! Thanks, Coursera!",5
664,It is great learning experience..,5
665,79 USD? just to be able to submit peer-graded assignments... talk about greed,1
666,This course has helped me increase my knowledge and skills in project planning using Agile.,5
667,Pretty good.. A bit tough compared to the rest though.,5
668,As usual for this specs - a very high quality course.,5
669,"Great examples used in course videos. The Course Notes might be a worked on a bit more in terms of models and examples, but they are quite extensive and an invaluable resource. Teaching staff is quick to respond to forum questions, which is great!",4
670,"Quite interesting, may be not deep enough but great course nevertheless!",5
671,Full of new information on agile planning!,5
672,great course,4
673,"The most robust course in this sequence. It is well designed, very clear, teaches useful material effectively, and is fun to take.",5
674,Very easy to understand.,5
675,I think some estimation methods are not really realistic,4
676,It's a great course,5
677,Another great course in the specialization! great instructors who are very passionate. Truly make it fun and interesting to learn.,5
678,Great course,5
679,"My least favorite part of the course, but it was still put together well. Content just isn't as interesting as the rest of the specialization. Felt a bit too ""Project Manager' instead of the Product Manager.",4
680,It's very usefull course,4
681,Was great course.,5
682,Great course! Very useful information for beginners and for those who already has an experience with agile planning.,5
683,"Some part of learning material not concern to agile planning, for exampe absolutly not mentioned kanban planing.",4
684,This is a good series course to coach Agile process with generic pro,5
685,Really enjoyed t,5
686,Makes lots of things understandable and clear,5
687,Good Course.,4
688,"One of the best coursers I have seen on Coursera so far. The video production quality, course structure and content is extra ordinary compared to other courses that I've seen so far.",5
689,Very nice content and presented so nicely. Must read and highly recommended course for all managers and business analysts.,5
690,"I am Krishna Kant Kumar, working as a software quality analyst.Through this course, I learnt, how to estimate an iteration or doing an estimation of project.",4
691,Ambiguous assignments led to cumbersome completion. The peer grading got a little annoying as sometimes it took forever to get feedback and a lot of times feedback was minimal or the criteria for grading was vague and people took it WAY too seriously.,3
692,"Not the best, but if you are a newbie in management field you can find valuable information inside.",4
693,I highly recommend this entire specialisation. It's clearly taught and requires your practical application throughout. I've learned a great deal and thoroughly enjoyed the process. Many many thanks Uni of Alberta.,5
694,Room for improvement:-Case studies-More Assignment,4
695,Thanks!,5
696,"As a software-engineer and freelancer in the technical software domain, for me this course actually had all the meat (so far) while the first courses in the specialization felt like they didn't take that much effort to pass.",5
697,"Very useful to know different tecniques for software project/productplanning. Although some of those tecniques are (in my opinion) notvery relevant in an Agile environment (like work breakdown structures,pert or gant charts) the course is good to learn how to use those toolsand also to ask ourselves whether or not they are actually relevant or useful if we follow the Agile approach.",4
698,I really liked to do it,5
699,The course materials and lectures are excellent,5
700,"Really nice course. I was expecting a little more depth, but I really enjoyed the approach they took and their assignments.",4
701,Awesome lectures! Thanks a lot!,5
702,Great course! Thank you!,5
703,"Super-duper, very useful!",5
704,"This course has the minimal information than its brother courses, you may need to add more details focus on the planning more and give more assignment if applicable.",4
705,Another excellent module of a truly excellent Specialization,5
706,Good Course,5
707,Nice course. Decent content and always well-structured lectures. The peer assignments could have been better though.,4
708,This is more enlightening than the previous courses in the specialization. It felt like learning new material and techniques rather than simply reviewing concepts I already knew. I also liked that the assignments required creating actual artifacts and reviewing others' work. The industry interviews were a nice addition as well.,5
709,Really excited about the course..!!!,5
710,"Very tough, though very instructive.",3
711,I think ti is a very interesting and well structured course.,5
712,"I am participating in this course, it has an excellent material, I am learning new skills in writing an article research.",5
713,Very interesting course,5
714,"The course has enhanced my reading experience. Writing in the margins… up till now I have never challenged or asked the writer any questions. This idea has never struck me before, but interacting with texts provides ""room"" on the page for my conversation with the writer, which is a visual reminder that all texts are part of an ongoing discussion and are not the last word on a given subject.Thank you, Prof. Bazanova!",5
715,It's a very interesting and useful course. It significantly improves my reading and writting skills. Thank you very much!,5
716,"interesting, informative and useful. I quite like the self-questioning part which makes publication reading more effortless. Thanks.",5
717,It's a both very interesting and useful course for everyone who's planning to broaden the skills of a scentific writings in a quite involving and systematic manner.,5
718,Very interesting and useful course!,5
719,Thank you for your course. I improved my academic literacy skills. I still have to continue to improve but now I'm on the right track!,5
720,"The course is excellent! Straight to the point, both professors can explain the subject in a very easy way. The course was a pleasant surprise!! I strongly recommend!",5
721,Looking forward to course 3!,5
722,"Excellent course with very supportive staff and professors on the forum. On top of that aligning the assignments to ""The Romance of Three Kingdoms"" story makes it fun to follow along.",5
723,Very good course and excelent teachers!,5
724,Fantastic course material from great professionals!,5
725,"Really useful, focused and motivating. Hihgly recommended!",5
726,Was a really good course which provided me useful knowledge for my postgraduate course.,5
727,"Excellent, educational and witty lectures! One of the best classes on Coursera.",5
728,I like Prof. Tobias Kretschmer way to communicate the course and explain the contents in practical and well organized way. The course is very useful for my work.,4
729,Great Course and the professor is great!,5
730,I love this dude; very entertaining professor who is easy to understand. The class itself was also very interesting and i learned a lot that i can apply to my current position as a senior analyst at an industry research firm.,5
731,"Easy to follow, good content and comprehensive explanations",5
732,Course and examples are generally good. In rare instances the quiz has answers it labells 'correct' which I think could be debated.,4
733,Interesting course. Valuable insights into network effects.,4
734,"Excellent course, an excellent professor!!!!, Many thanks!!!",5
735,A nice course for the opics concluded from the base course.,5
736,THANK YOU!,5
737,"Excellent course, professor tobias teachs so good!",5
738,"The course was really great! The teacher explained excellent and the topics were very appropiate. However, when i finished the course i couldn't see the certificate of accomplishment at least; it never showed up :( And now when i click on the option ""Buy the course"" the page redirects me to an address which doesn't exist.Despite of this, I enjoyed this course a lot, as the first one! Thanks a lot!",3
739,Terrific course! Terrific instructor! I wish he had provided a learning path for ppl who completed this though...,5
740,Very interesting and full of real case study.,4
741,Great add-on to the first eddition of the course on Business Strategy. Congratulations to the Professor Tobias and his crew.,5
742,This is one of the best courses. The manner of teaching is very lucid and easy to understand. I am impressed with the examples. I would love to have more courses from him on Competitive Strategy!! Cheers!,5
743,"It's the best course, on which I have ever been enrolled. Its language is understandable not only for students of economic departments and for everyone, who is interested in this topic. The professor is a professional in his sphere and just a talented person with an actor's skills. He turned the course into an interesting tour of Munich, because every module is connected with some sight of the city, this activates attention and makes teaching material more remembered. If this course is continued, I will definitely join it! Thank you)",5
744,Exceptional training course for those working in the field of market strategy etc. Explanation and examples are close to the actual world.,5
745,The best free strategy course!,5
746,Awesome lecture. I wish the lectures at my University would have been as good as this. Then I think I would have a much better and more interesting time and I`d learned a lot more.Thanks for all your work!!Best wishes form Switzerland!,5
747,nice one to get into the strategy of any kind of the competionsyou could pass it even if you didn't go through the Part1anyhow it will be more then useful to understand the basis,4
748,excellent and some hint of humour in an otherwise rather arid topic!thanks,5
749,This a great course. I recommend it to anyone. Also make sure to take the previous course. The exams are great way to fixate knowledge.,5
750,"One of the best online course i have ever taken, i seriously reccomend this course to all those people who are into business and management.",5
751,"Very informative with plenty of real-life (or credible fictional) examples to better understand the concepts that were introduced. The pace was agreeable and the subjects diverse. Special mention should go to the instructor (Prof. Tobias Kretschmer), who did a terrific job! I liked the question format as well, though it could have been more challenging by not giving away the answers after an end-of-module quiz even if you didn't pass. That being said, the course is well worth 5 stars!",5
752,"Actually, the course should be titled as ""Introduction Into Macroeconomics"", I think. The course is fine, but I won't call it really ""advanced"" one. The structure and topic list is okay, but the depth is not enough to threat the course as ""advanced"".",3
753,Absolutely useful! They make it so easy to understand and probably the best MOOC I´d ever apply for,5
754,Just love it,5
755,Love your style of teaching. The Multiple choice answers in your exams are difficult but necessary to fully understand the topics.Content of the course - 100/100.I would take another course of Prof. Kretschmer instantly.,5
756,Well structured course! The explanation was clear and I have the frame works in my mind when I finish the course! Helpful course!,5
757,"Honestly, for something that says ""Advanced"" in the title, I thought it was a little too basic. There isn't enough depth and a lot of it involves common sense. Perhaps a more case-study driven course would have been interesting with more qualitative, essay responses required rather than cut-and-dry multiple-choice.",3
758,"content was not as interesting as in the first course, but still good overall. Questions were also less analytical challenging as the first course. But I still enjoyed the course as the professor was explaining the subject clearly and the videos were compact and enjoyable.",4
759,"Overall, this is a good subject.However, some slides are not well organized.Many questions in assignment are too tricky.",3
760,Fascinating material. Thanks again!,4
761,"Great professor, interesting course.",5
762,"while the task of summing up a lot of information in a minimum sized presentation is always a very difficult task, the structure of the material presented was not optimal. This in turn made it difficult for me personally to actually connect the weekly information presented with the overall meaning and the objective of each module. The ""why"" and ""how"" of most modules fit to the meaning we are forming (up to week 5 -the point I am leaving this class) is not evident. Last, some of the questions contained ambiguities that could not be reasonably clarified even going back and reviewing the material of the specific segment. Thank you for the offered class in any case.",2
763,"Varied and well-explained that held my interest throughout. My only criticism is the English in some of the written quizzes, especially in the final exam, needs reviewing by native speaker as some of the answers are ambiguous when they do not properly explain the context of the situation.",4
764,One of the best courses on Coursera.,5
765,Awesome course! I learned a lot through this journey. Thanks very much for providing this course.,5
766,Amazing course.,5
767,"Good course, Hope we had a certification for this.",5
768,"One suggestion would be lest multiple option answers, but the course was challenging enough to learn valuable information.",4
769,Very useful course and extremely well presented. Would recommend it.,4
770,World-class,5
771,"Very good course, but it is not ""advanced strategy"".",4
772,Very informative and I learned a lot,4
773,Valuable sequel to course Competitive Strategy by the same author. Interesting and informative.,5
774,"it is well put and easy to understand. besides, you can learn it anytime. the content is enlightening and has many new and intestesting topics. i really like it .",5
775,"This course is not only well structured, but truly enjoyable with the various outdoor background",5
776,"It was a great course, however some of the quiz answers are debatable",4
777,"After completing this course, I have gained valuable insights in real life situations and be more aware in my own industry. This course would not only allow you to see the playing field but also to make carefully calculated decisions towards the best possible outcome.The tests are difficult and some are rather tricky. But hey, the situations we encounter in real life are far worse than these.",5
778,"Material was tough, some of the questions weren't easy to understand / process. But overall a great class.",4
779,Very Good!,5
780,"While the course was overall well developed, there are certain language challenges to overcome especially with understanding the wording of quizzes. I got a number of questions wrong simply because I could not understand the phrasing, and lack of explanations on quizzes makes for a lot of difficulty to evaluate progress. And I get the reason for not including answer explanations, at the same time I'm literally comparing answers to the module transcripts and could not possibly infer multiple choice answers based off how the topic was explained. I would suggest more definitive questions and reduce multiple choice questions or at least define the question in a more narrow, specified manner to minimize confusion. I'm taking this course for fun, I have an MBA and love strategy, so the topics are not new by any means, but if I can't understand what you're trying to say I would imagine non-business backgrounds would find the questions very difficult.",4
781,it was great learning such interesting issues,5
782,"Nice addition to the ""Competitive Strategy"" course, although not as interesting and practical as the first part... Cases and current examples would have made this section much better.Prof. Tobias Kretschmer ... 5 starsCompetitive Strategy . . . 5 starsAdvanced Competitive Strategy ... 3 stars",3
783,An easy to understand and very resourceful course with ample examples. Would love to enroll into similar courses.,5
784,Awesome concept to learn,5
785,very Insightful,4
786,"It's a very good course, with fabolous material, examples and style",5
787,5 stars! Great University !! Enjoyed and learned!,5
788,Perfect professor!,5
789,"I'm so happy to make it! I learnt so much about academic writing, thanks!",5
790,I have learnt alot from this course,5
791,Very good course for writing in a systematic way.,5
792,Excellent course for whom really wants to boost his/her writing skills.,5
793,Enjoyed this course very much. Thank you.,5
794,"This is not an easy course, but once you finish it, your academic writing skills are going to improve considerably, Best!",5
795,perfect course to get perfection in writing,5
796,"It says 'advanced writing' but it is advanced for college students, not advanced overall. I found it extremely basic.",1
797,Great Course I like it a lot. I learn new things for my research,5
798,You need to check out his course.,4
799,I learned how to write different types of essays.,5
800,Pretty good!,5
801,Thank you so much Prof. Chapman!,5
802,"Very helpful, at least, for me.",5
803,Such amazing course work on developing the writing skills in a decent way.,5
804,The perfect brainstorming exercise for academic essay writing !,5
805,"It helps you build your essay-writing muscles gradually. Too much emphasis on plagiarism. Some flaws in the grading forms. The level of the participants is quite mixed, most feedback they give is useless (""good"").",2
806,Great course and teachers,5
807,I really love this cause. My writing skills is really impoving. I like my peers their reviews.it really train me on writing well.,5
808,Will try it out soon. Looks very promising and informative.,5
809,"it is okay, not what I expected, but okay.",3
810,I hope that this course could be free because I can't afford 69 dollars for th,5
811,I enjoyed a lot taking this course. It also represented a challenge to me.,5
812,It's really useful!,5
813,I found it very useful,5
814,Exellent course. You will learn the advanced skills for a better understanding of the English languaje.,5
815,This course is awesome.,5
816,"The course is fine as far as content. My complaint is that there is no one to contact regarding papers or questions. You are left to the other students for your grading and assignment completion, meaning that some of your assignments can hang there for weeks before ever getting reviewed.",3
817,very useful course.,5
818,An absolutely wonderful course! I learned a lot about advanced essay writing. I think it is a must-take course for those who are interested in writing academic and research essays!,5
819,Not the course id think it would be.I learn less information than i d expect but these were still usefull information.,3
820,Loved it!,5
821,well explained informative course,4
822,This course helped me improve my writing skills.,5
823,Great course :),5
824,This course has set me free from my fear of expressing my ideas and opinions in writing.,5
825,Great course,5
826,I have learned a lot in this course. Ordinary English courses don't cover the topics we have studied here.,5
827,Great !!!!,5
828,"This was a great class for review of what I learned years ago. I only wish I could have participated in the assignments w/o purchasing the class, as I have been able to in all of my other classes. But, I loved the class and would recommend it.",4
829,"Fantastic! Good work that the teacher can compact the course section to less than 10-minute videos each week, and it is clear. Easy to grasp . . . help a lot for my initial study! MLA format and work cited page are great too . . . thanks!",4
830,It was really useful. From now on I will start applying everything I've learn in my collage tasks.,4
831,Great learning experience .,5
832,Thank you for everything!,5
833,"Great Course, in particular to students whose tongue are not English.",5
834,Very useful and professional!,5
835,Very easy steps to learn. lot of assignments to practice. Good work.Thank you.,5
836,It's wonderful and useful.,5
837,"One of the best courses by Coursera, it significantly helps me increase my writing skill.",5
838,"great, thank you :)",5
839,Perfect,5
840,"It has good content, but there were missing classes to give more advices or clear any question students have, when grading peer review homeworks there were plenty of mistakes that would have been avoided if there were more video lectures or forums with teachers.",3
841,"From this 1.5 month course, I learned far more than I did from the 4-year on-campus studying. Of course, the level of the universities in my country is not nearly as that of the US; nevertheless, in the single combat ""Adv.Writing course against a ""Bachelor's degree"", the latter sustains a crushing defeat!",5
842,Advanced Writing is a course that challenges the best English learner. You apply what you've learned so far and things get more formal.,5
843,This course has a lot of tools to learn the writing art.,5
844,through this course i was able to right effectively on some complex topics which was what i was hoping for. Thanks a lot to the instructor Tamy Chapman whose video lectures were excellent in content and quality.,5
845,"I wasn't sure what to expect with the Advanced Writing course. Again, peer review was unnecessarily harsh because people don't understand the flexibility and nuance of writing, but it's definitely informative and has made me a more mature academic writer. This specialization is well worth it, for the videos alone. The instructor is clear and the videos are very concise.",3
846,It would be extremely useful to me as it is teaching me techniques to write advanced-level essays.,4
847,"It is detailed, rigorous, and exciting! The teacher's presentations in video materials are interesting as well!",5
848,great course thnx,4
849,Wonderful course!,5
850,I have learnt so much for doing this course. I have recommended the course to friends and families.,4
851,so good. must be engaged,5
852,It is so beneficial for international students who have been prepared on TOEFL iBT or IELTS.,5
853,"taking Essay writing first, cannot unenroll from this course at this",5
854,"Firstly, I would love to introduce myself to you. I'm Suliman from Libya. I'm Teaching Assistant at the University of Benghazi. Secondly, I would love to thank you so much for your hard working and for this wonderful course. Thank you once more.",5
855,The course is highly effective!,5
856,"I learn a lot from this class so far, but I'm having difficult for the Quiz, i know i should take some notes, hahaha",5
857,Another well structured course that provided challenges to help impove essay writing techniques. Thanks you.,5
858,"It is not very ""advanced""",2
859,"At this point, I think that the course is good, however there should be more reviews. Three reviews of people who is also learning is not enough, in my opinion. I have received some comments like 'some sentences are not good'. Which tells me absolutely nothing. I think people should be encouraged to exemplify what they mean ,to take the sentences that they believe that are wrong, and extend why.For the rest, the course is very good.",4
860,helped in my phd writing thesis,5
861,"I am in love for this course, a lot of good information, practice activities, etc...It is helping me a lot!",5
862,nice things to do and good examples.,4
863,Fantastic and fun!,5
864,This advanced writing course illustrates how to writing a longer college essay and guides students all over the world to start their very first writing piece.,5
865,"Extremely poor quality of instruction. The lectures themselves are little more than the material being read directly off the slides by an individual with a poor grasp on the English language. The majority of the slides are walls of unclear and non-descriptive text. Even with reading directly from the slides, the lecturer is overly circumstantial in her explanations if not just outright tangential. I commend the authors for putting together a course outside of their native language but, in this case at least, it does more harm than good.In short, this course has the air of a group of first year students giving a presentation verbatim from the slides, as another commenter also mentioned below.",1
866,"This course is a discreditation to coursera, and it's low standards are appalling. From a purely certificate based perspective, the only requirement to complete the course are completely the quizzes. They are short, and can easily be googled, or the slides can be downloaded and the answers simply CRTL+F for keyboards. There is zero need to watch the lectures ( at least for the first 2 weeks).The lectures are terrible themselves. The English is beyond horrible, and I don't understand the modern culture of having teachers teach in languages they can't speak. It is purely reading off the slides in any case, word for word. I learned more about the basics in neuroscience in a 20 minutes lecture from a separate course, ""Computational Neuroscience"" than the entire first week here.If you actually want to learn neuroscience, check out HardvardX's intro course.",1
867,easily understood,5
868,"This is the worst, most pathetic course I have taken online. If Peking University believes this is their best - I'll not be taking another course with them. The instructor's command of the English language is awful and the sub-titles are some help, but not a lot. Instructors are just talking faces up front - they cannot teach. They may be great in the lab, but keep them out of the classroom. I toughed out the course, but it only got worse. I had originally signed up for parts 1 and 2 of this course. Canceled part 2. The use of slides that are not clear / too small and not on the screen long enough to digest the information did not help. Do yourself a favor - avoid this course. As a side note - I have taken in excess of 25 online courses, this was the most painful.",1
869,Very good Course!! Thank You.,4
870,Very boring... The professor is just reading (with a bad English). The illustrations are also very boring...,1
871,The professor is reading long texts. It is not really attractive.,2
872,"I greatly enjoyed the material presented in this course and while I do not doubt the proficiency of it's creators the poor standard of spoken English of its two main presenters prevents me from recommending it to colleagues. As another reviewer has remarked, their English may be quite sufficient for day to day use with other experts but for inadequate for teaching students who are hearing many technical terms for the first time. The transcripts are no better and also contain many mistakes. I believe that this course should be stopped until these problems are corrected.",2
873,"Very excellent course, I learned a lot. It lets me know the development process of the neuro-science and also the heros in it. My major is alternative splicing, I wish other life science branches can have this kinds of course too.",5
874,"The professors sound like a group of first-year students presenting a group project, literally reading notes off of a powerpoint slide. The professors also can't speak English, so instead of explaining things in depth, they have to very, very slowly read basic phrases (to explain complex subject matter) off of what's basically a teleprompter.",1
875,"The course presented a lot of interesting, fascinating information. I especially liked the first female lecturer. However, there were some problems with downloading the course slide presentations and questions were never answered in the forum discussion groups. In addition, the second lecturer, although very interesting, often did not talk about the material that was presented on exams. I also think integrating a lot more animation to describe different processes would be effective so that students can visualise the content.",4
876,Dr. Li is a wonderful teacher! I love his style very much!,5
877,Accurate and clear.,5
878,thank you for opening ideas in the world of neurobiology I have learned a lot so far and I'm sure I will learn much more with you ..greetings from Guayaquil-Ecuador,5
879,"So far the topics are very interesting but the accent of the teacher is sooo difficult to follow and distracts me! Also, she is looking down to read all the time and this doesn't reflect her knowledge.",3
880,"Really poor powerpoint presentations and videos, half in chinese. The accent of the teacher is horrible (i'm not an english-native speaking person so it's hard for me to follow english when badly spoken, so i cut off the sound and only read the subtitles.)The content is interesting though.",1
881,"Is a good course, with a comprenhensible material and resourses. I think they should improve the quility of video-classes and some teachers doesn´t have good english pronunciation.",5
882,Fascinating course but a little too much math for my taste.,4
883,"I don't want to be mean, but the first week was terrible! I was expecting what it said: ADVANCED neurobiology.I feel bad giving this review. I'm just dropping the course.",1
884,"After finishing week 1, I have decided to stick with Duke university's Medical neuroscience which is starting up again. I also highly recommend ""Understanding the Brain The Neurobiology of Everyday Life"" which I believe was taught by the University of Chicago. I found them to be far more engaging the viewer and the format to be much easier to follow. I found it visually disturbing and also have to keep pausing to read the slide before it switches.It's too bad because I was really looking forward to this course. It also seemed she had trouble pronouncing many of the words and I do not want to learn how to pronounce many of them incorrectly also many of the slides did not have an English translation on them.",1
885,Great course! I loved the teachers!,5
886,"I find this to be a very nice and stimulating course. The teachers are enthusiastic and entertaining. The course material (slides, quizzes, captions) needs to be polished, but the general organization of the course is logical, clear, and systematic. The course presents an experimentalist's view of the subject, which I find very good considering that much related Coursera material is quite theoretical. There are plenty of historical notes and introductions of general neurobiology research viewpoints (don't miss the excellent bonus material interviews!). In particular, I enjoyed the ""cherry picking"" metaphor. Some students have had problems with the instructors' accent, but perhaps because English is not my first language, this has not been a problem for me at all. I'm looking forward to part two of the course!",4
887,"This course is useless and perhaps even harmful.The professors would have done much better if they had taught the class in their native Chinese language and then got a really good translator to make subtitles in English.I tried turning off the sound and just watching the presentation while reading the subtitles, but even this was so badly done in terms of language and presentation, that although I desperately wanted to take a course in advanced neurobiology, I felt that this course could actually destroy my love for the subject or teach me things that are incorrect because of language mistakes.If you are not a native speaker of English then by all means steer even further clear as you will learn some very bad English habits and pronunciation.I'm sure the profs' English ability is fine for collaborating with other professionals who already know the material, but teaching in English was a big mistake.Again, I highly suggest they re-do the entire thing in Chinese and get really good translations and subtitles made and then I think it could be an awesome course. Now, as is, it would be truly foolish to take this course.",1
888,Boring and can't make sense of the presentation / language and idiom use.,2
889,"before discussing genetic mutations occurred in Alzheimer disease that mentioned when discussing AIS, i think some refreshment about protein synthesis and the normal pattern that if disturbed by certain ways as mutations causes particular diseases.some arrangements of material needed to prevent information overlappinginteresting courses, go onthanks for your efforts dear professors",3
890,"Lots of good information, but the presentation is very bad. Not only are the professors clearly struggling with the English (and the material, calling anatomical planes ""plates"" and confounding sulci with fissures, etc), but some of the recording/video editing decisions make it less engaging and more difficult to follow. For example, the size of the images is often compromised because they chose to show the professor on the left side of the screen, even though it is absolutely unnecessary to do so.Overall, I do not recommend this course.",1
891,"Great course, much to learn in a short time but with an excellent guide.",5
892,Me gusto,5
893,Application assignment is a must-do for students taking this course. The second computer network application is very a rewarding one for me to finish with gains on concepts of graph as well as programming stretch with my hands dirty.,5
894,great course,5
895,"coursea does not allow me to quit the class. Also, I cannot do the homework or watch video at my own pace.",1
896,"Great class, very well constructed. Professors are very knowledgeable and the course materials are well designed. I started from the very beginning of the class knowing very little about python and algorithm, by this class I'm pretty comfortable coding in python. And I got to apply what I've learned in my interview for jobs. Definitely a great class! Learned a lot, and still applying it in my job.",5
897,"Compared to the previous courses in this specialization I found this a tough course. Calculating the big-O for yourself wasn't easy. The descriptions of the applications #1 and #2 were not very clear to me at the start (probably because English is not my first language). Some sentences I had to read several times before I understand what was asked. But the things I learned are useful and I am definitely sure that what I have learned here I can use in my work as software engineer. Thank you Luay, Scott and Joe for another excellent course.",5
898,"Too much bla, bla, bla. Very slowly, very boring.",3
899,A course I enjoy very much!,5
900,"The applications were too time consuming. Please consider adding a tool that makes graphing easier. The course itself was very good and engaging and without us knowing it, would teach core fundamentals of computing through the coding exercises.",4
901,"It takes some serious dedication to understand and apply the material if math and computation are foreign to you, like they were for me. But if you apply that dedication, the material is accessible and the feeling of accomplishment is tremendous. Great class/teaching.",5
902,optimization and fragmentation..algos arithmos olokliroma..fractal resilience..,5
903,"One of the best course offered by coursera, helps you to develop very strong basics if new,.",5
904,"Project is interesting, bu the video lecture is kind of repetitive and does not cover much",4
905,"The transition from the original Coursera platform to the new one has significantly reduced my overall satisfaction with the course experience (I have previously taken the 4 earlier Rice courses in this series and enjoyed them immensely).Major contributing factors to my dissatisfaction:-- The user interface changes are unwelcome and have detracted from my ability to engage with the material.-- There have been arbitrary (and unannounced) changes to polices, e.g. dropping distinction grading.-- The price increase per course and locking down of assignments to only those who have paid has unfortunate side effects, including.-- In contrast to previous courses in this series which had an active community engagement the discussion forums are now relatively empty, running the courses more often is not going to help this situation.Having previously been an unpaid evangelist for the Coursera approach and materials I now find myself extremely reluctant to recommend this revised experience to colleagues.",1
906,"I found the material of this course to be very enlightening, it's not too difficult if you have the appropriate background. However, it will take a decent amount of time to fully complete. As part of the specialization, all of the skills I've learned were consolidated and put to an interesting use with this class.",4
907,"The lectures will not get you near the understanding you'll need to complete the assignments. though the resources will.The application is great, and hard so you'll actually have to understand the material.You have been warned, this course is very different to the other courses in the specialization!",4
908,A very Imperative course!,5
909,Excellent course. His content is very interesting and realistic. I suggest this course if you want to improve your knolowgede about American culture and others countries.,5
910,It is very intriguing!,5
911,Wonderful course!Thank you so much for your efforts.,5
912,"Very interesting course. Each module had several ""surprises"" that fascinated me. All the speakers are easy to understand and interesting. Would like to see Part 2 with Russia, England, Turkey, etc. Makes you aware as to how differently countries can look at the same issue.",5
913,This course gave me an eye opening view of the world. I can see how this course can grow into a more dynamic and interactive education experience in the future.,5
914,"While some of the information presented was interesting, it seemed oddly biased towards the perspective of highly educated foreigners. I had hoped to get more information about how America is seen by the (foreign) masses.",2
915,seemed kind of dumb at first but got better,4
916,"A revealing look on how the rest of the world views the USA. Perhaps this should be offered to high school students, somt hey can better understand how other nationalities react to ""Americans""",5
917,"Helpful on a knowing america through other country's eye. However, I think the course would be more interesting if if could include more discussion about how all those country and US view each other now instead of focusing much of its content on history.",4
918,No translations available despite what subtitles and transcripts say.,1
919,"Thank you very much for this beautiful course. So many concepts, clearly explained and with great passion. Best wishes from Montevideo, Uruguay.",5
920,IT'S AN EDUCATIVE AND PRODUCTIVE COURSE.,5
921,The greatest course in Agroeconomics ! Highly recommended!,5
922,it is a great course!!!!,5
